gene	RNA_P1_1	RNA_P1_3	RNA_P1_5	RNA_P2_1	RNA_P2_3	RNA_P2_5	RNA_HYB_P1_1	RNA_HYB_P1_3	RNA_HYB_P1_5	RNA_HYB_P2_1	RNA_HYB_P2_3	RNA_HYB_P2_5
CG12030	101.097859568754	115.231406518521	100.473228908157	96.007282330156	118.1218998955	115.411059817307	82.9652275132807	94.377017308745	74.7039854576242	144.728843932309	108.40612029982	52.2817726135005
CG12047	761.393254877182	888.076529547915	861.199104927064	832.063113528019	808.753975897417	650.721933012474	588.298886003263	515.028865884865	587.671352266643	615.755445093824	531.706209089595	653.522157668756
CG12052	797.725298159703	816.553587570902	854.022445719338	777.540459365214	839.237046838191	713.338571849524	683.834602533708	698.389928084713	699.72733045308	636.80691330216	619.463544570402	562.02905559513
CG12056	410.710054498065	425.164155085579	439.211543512802	381.658579139633	371.512427090686	395.344268735881	346.945496873719	582.441021105398	378.500192985296	473.658034687557	412.975696380268	291.906563758711
CG12058	443.882789669063	409.270167979576	361.703624069367	448.033984207395	444.862316541924	417.444258913663	422.368430976702	404.472931323193	393.440990076821	473.658034687557	397.489107766008	313.690635681003
CG12063	208.514335360556	278.144774355052	249.747740428848	206.237865746261	234.338607857202	228.366565170415	271.522562770737	151.003227693992	191.740229341235	228.934716765652	165.190278552107	126.347617149293
CG12065	164.284021799226	133.112142012775	163.627829936142	201.496765384278	176.230253876351	171.888812493861	118.162596761339	175.271603573384	189.250096492648	139.465976880225	118.730512709327	159.023725032731
CG12068	78.9827027880894	93.3771742477674	124.873870214424	101.933657782635	78.112869285734	95.7666241037226	55.3101516755205	107.859448352851	89.644782549149	94.7316069375113	87.757335480807	78.4226589202507
CG12072	873.548692836269	830.460826288655	787.997181008263	899.623793686277	848.763006507183	755.08299774089	711.489678371468	711.872359128819	931.309685371715	823.63869365114	694.315389539326	836.508361816007
CG12075	312.771503040834	357.614709885067	344.479641970825	353.211976967734	377.228002892081	407.622041056871	301.69173641193	312.792400223269	393.440990076821	299.983421968786	335.542753308968	335.474707603295
CG12081	761.393254877182	858.27530372416	894.211737282601	668.495151039605	597.277671245796	589.333071407524	620.982157447889	911.412338581594	734.589190333304	592.072543359446	689.153193334572	662.235786437673
CG12084	511.807914066819	494.700348674342	492.318821649971	424.32848239748	475.345387482698	516.894214713682	374.60057271148	355.93617956441	485.575905474557	539.443872838606	412.975696380268	426.96780967692
CG12086	650.817470973857	731.123406876136	618.628023705941	649.530749591673	669.674964730134	780.866319614969	623.496255251322	717.265331546462	634.983876389805	726.275653187587	632.369035082285	540.244983672838
CG12090	950.951741568597	1037.08265866669	1102.33485430664	813.098712080087	905.918764521135	892.594047735979	724.060167388632	897.929907537488	941.270216766064	842.058728333434	663.342212310806	779.869774818049
CG12093	382.276281494353	361.588206661567	401.89291563263	540.485441266064	494.397306820682	505.844219624791	286.607149591333	302.006455387984	428.302849957045	678.909849718831	753.680645893989	562.02905559513
CG12096	827.738725219177	711.255922993632	793.738508374444	500.186088189208	426.76299317084	478.833120518613	543.045125541474	695.693441875891	669.84573627003	447.343699427137	490.408639451568	466.179139137046
CG1210	186.399178579891	178.807354942533	189.463803083954	156.456311945439	196.234769181234	181.711030350653	196.099628667754	161.789172529277	169.329033703948	263.143352604198	154.865886142601	174.272575378335
CG12104	420.187978832636	353.641213108566	322.949664347649	363.879452782196	388.659154494872	375.699833022296	286.607149591333	293.91699676152	331.187668862134	399.977895958381	322.637262797084	304.977006912086
CG12106	205.355027249032	222.515819484041	269.84238621048	278.539646266502	296.25734570565	306.944308024752	266.494367163871	269.648620882129	308.776473224847	257.880485552114	258.109810237667	283.192934989794
CG12108	458.099676170919	437.084645415081	414.810902206536	471.73948601731	449.62529637642	407.622041056871	364.544181497749	385.597527861444	341.148200256484	347.349225437542	464.597658427801	339.831521987753
CG12112	176.92125424532	131.125393624524	180.851812034683	181.34708884585	226.717840122008	152.244376780277	183.529139650591	156.396200111635	124.506642429374	126.308809250015	123.89270891408	108.920359611459
CG12114	432.82521127873	484.76660673309	496.624817174607	265.501620271049	247.674951393791	256.605441508693	593.327081610129	566.26210385247	617.552946449693	242.091884395862	191.001259575874	174.272575378335
CG12117	268.541189479504	262.250787249049	298.549023041382	699.312303392494	589.656903510602	473.922011590217	246.381584736409	328.971317476197	368.539661590946	623.64974567195	552.354993908608	520.639318942775
CG12124	371.21870310402	423.177406697329	447.823534562073	376.91747877765	427.715589137739	310.627639721049	374.60057271148	280.434565717414	353.598864499421	344.7177919115	335.542753308968	274.479306220877
CG12125	357.001816602164	373.50869699107	384.668933534088	274.983820995015	261.01129493038	255.377664276594	226.268802308947	307.399427805626	323.717270316371	289.457687864618	314.893968489954	252.695234298586
CG12127	39.4913513940447	75.4964387535141	74.6372557603455	64.0048548867707	83.8284450871292	96.9944013358216	57.8242494789532	62.0191828028896	49.8026569717494	84.2058728333434	69.6896487641702	56.6385869979588
CG12128	488.113103230393	508.607587392095	643.028665012208	611.601946695809	604.898438980989	564.777526765544	492.763169472819	577.048048687755	582.691086569468	536.812439312564	490.408639451568	433.503031253608
CG12129	278.019113814075	228.476064648793	284.195704625931	311.727348800383	260.05869896348	235.73322856301	218.726508898649	272.34510709095	258.973816253097	257.880485552114	180.676867166367	204.770276069543
CG12132	320.669773319643	337.747226002563	304.290350407562	378.102753868145	473.4401955489	341.322070523524	221.240606702082	253.469703629201	341.148200256484	318.40345665108	358.772636230358	342.009929179982
CG12135	530.763762735961	643.70647779312	777.949858117447	694.571203030511	731.593702578582	726.844121402613	734.116558602363	701.086414293534	612.572680752518	910.476000010526	862.08676619381	749.37207412684
CG12149	375.957665271306	417.217161532578	320.079000664559	325.950649886332	368.654639189989	331.499852666732	316.776323232526	302.006455387984	425.812717108458	365.769260119836	371.678126742241	387.756480216795
CG12151	674.512281810284	641.71972940487	749.243221286545	758.576057917282	682.058712299824	763.677438365583	603.38347282386	604.012910775968	704.707596150255	728.907086713629	640.112329389415	601.240385055255
CG12153	496.011373509202	504.634090615594	542.55543610405	416.031556764009	495.349902787582	424.810922306257	394.713355138942	439.527252037869	488.066038323145	386.820728328171	418.137892585021	514.104097366088
CG12155	815.101492773083	564.236542263105	789.432512849808	796.504860813146	686.82169213432	726.844121402613	560.643810165503	647.156690117108	694.747064755905	652.595514458411	601.395857853765	609.954013824172
CG12162	72.6640865650423	53.64220648276	64.5899328695298	65.1901299772664	67.6343136498429	54.0221982123564	70.394738496117	86.2875586822811	94.6250482463239	71.0487052031335	49.0408639451568	67.5306229591048
CG12163	249.585340810363	234.436309813544	281.325040942841	391.140779863599	396.279922230065	319.222080345742	326.832714446257	372.115096817337	368.539661590946	352.612092489626	361.353734332735	309.333821296544
CG12170	63.1861622304715	39.7349677650074	68.8959283941651	104.304207963626	89.5440208885244	85.9444062469306	80.451129709848	113.252420770494	89.644782549149	57.8915375729236	123.89270891408	78.4226589202507
CG12175	363.320432825211	542.382309992351	510.978135590058	434.995958211941	499.160286655178	462.872016501326	417.340235369836	531.207783137793	470.635108383032	626.281179197992	529.125110987218	453.108695983671
CG12179	303.293578706263	379.468942155821	288.501700150566	526.262140180114	510.591438257969	455.505353108732	266.494367163871	293.91699676152	303.796207527672	381.557861276087	402.651303970761	453.108695983671
CG12182	331.727351709975	329.800232449561	407.63424299881	398.252430406573	331.50339648092	341.322070523524	231.296997915813	337.060776102661	263.954081950272	336.823491333374	332.961655206591	309.333821296544
CG12186	240.107416475792	246.356800143046	254.053735953484	357.953077329717	334.361184381618	360.966506237108	196.099628667754	199.539979452775	174.309299401123	321.034890177122	361.353734332735	213.48390483846
CG12189	175.341600189558	198.674838825037	281.325040942841	148.159386311969	167.656890174258	168.205480797564	135.761281385368	188.75403461749	174.309299401123	202.620381505233	152.284788040224	156.845317840501
CG12190	402.811784219256	447.018387356333	499.495480857697	399.437705497069	531.548549529751	488.655338375405	434.938919993866	533.904269346614	383.480458682471	389.452161854213	420.718990687398	278.836120605336
CG12196	342.784930100308	264.237535637299	321.514332506104	279.724921356998	293.399557804952	263.972104901287	281.578953984468	264.255648464486	288.855410436147	244.723317921904	232.298829213901	309.333821296544
CG12203	429.665903167206	500.660593839093	508.107471906968	500.186088189208	415.331841568049	521.805323642078	444.995311207597	601.316424567147	552.809492386419	463.132300583389	518.800718577712	418.254180908004
CG12204	137.429902851276	190.727845272036	254.053735953484	183.717639026842	160.036122439065	180.483253118554	168.444552829994	245.380245002737	189.250096492648	181.568913296897	216.812240599641	172.094168186106
CG12212	34.7523892267593	93.3771742477674	57.4132736618042	39.1140779863599	70.4921015505405	31.9222080345742	60.338347282386	70.1086414293534	59.7631883660993	63.1544046250076	74.8518449689236	65.3522157668756
