gene	RNA_P1_1	RNA_P1_3	RNA_P1_5	RNA_P2_1	RNA_P2_3	RNA_P2_5	RNA_HYB_P1_1	RNA_HYB_P1_3	RNA_HYB_P1_5	RNA_HYB_P2_1	RNA_HYB_P2_3	RNA_HYB_P2_5	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3
CG1116	276.439459758313	240.396554978295	337.3029827631	398.252430406573	382.943578693477	407.622041056871	256.43797595014	258.862676046843	306.286340376259	439.449398849011	356.191538127981	272.300899028648	212.001174486507	245.985095442217	254.157969123122	234.553008980029	292.732938526083	252.83190891922	241.291915664072	190.731820656603	262.843768677394	223.497352798021	298.767665459011	273.054370586271
CG11164	205.355027249032	188.741096883785	196.64046229168	229.943367556176	208.618516750924	162.066594637069	173.47274843686	269.648620882129	191.740229341235	194.726080927107	165.190278552107	113.277173995918	115.540640095146	87.6990340272252	141.444434990259	145.199481749542	163.228965721917	187.708538440027	151.467917862118	114.439092393962	122.21398161433	110.920908425685	157.591735626731	141.988272704861
CG11168	240.107416475792	210.595329154539	153.580507045326	135.121360316516	102.880364425113	106.816619192614	163.416357223129	204.932951870418	186.75996364406	63.1544046250076	67.1085506617936	78.4226589202507	182.321010058396	177.537068884383	162.440093309126	195.460840816691	161.879966005207	126.41595445961	139.139133850085	109.237315466964	133.933130536252	124.165195998901	154.308574467841	160.712000973634
CG11170	353.842508490641	282.118271131553	341.608978287735	106.674758144618	102.880364425113	144.877713387683	321.804518839392	275.041593299771	293.835676133322	94.7316069375113	170.352474756861	82.7794733047091	1299.56719960229	986.0793825988	979.0606984482	1714.47080373498	1768.53862860689	1739.17707044433	1305.08985041662	1264.03179326058	1309.19635099186	1557.85932579954	1426.5335235378	1385.55589188919
CG11172	762.972908932944	969.533213466181	879.85841886715	623.454697600766	716.352167108195	758.766329437187	741.658852012661	622.888314237717	849.135301368328	739.432820817797	745.937351586859	806.010661124799	796.064410196833	806.403312884485	667.440927610285	675.736049680561	647.519864020829	704.864715774796	692.173159532704	560.05798247348	601.024923281429	642.34794730098	615.592717291917	560.151537374122
CG11173	650.817470973857	667.547458452124	691.829947624741	640.048548867707	669.674964730134	802.966309792751	578.242494789532	711.872359128819	527.908163900544	649.964080932369	874.992256705693	745.015259742382	402.802231524363	337.962131129307	396.707438761742	307.152749854801	376.370920962107	329.447638894741	390.998578667329	305.170913050565	349.900303525957	339.384869063662	279.068698505669	355.750837106685
CG11175	121.633362293658	135.098890401025	84.6845786511612	97.1925574206518	80.9706571864316	58.9333071407524	113.134401154474	107.859448352851	84.664516851974	76.3115722552175	77.4329430713003	47.9249582290421	96.4605343913605	139.035053945601	99.4531183525259	178.707054460975	126.805973370746	122.585167960834	144.422898426671	171.658638590943	125.562309877736	150.653771145333	177.290702580072	145.10889408299
CG11176	350.683200379117	329.800232449561	318.643668823014	298.68932280493	313.404073109835	337.638738827227	233.811095719246	299.309969179163	239.052753464397	344.7177919115	441.367775506411	355.080372333357	359.341990754629	290.904112870796	403.337646651911	279.229772595273	296.779937676213	425.217301364143	422.701166126842	377.99579002854	341.529482867441	201.975385491545	315.183471253462	330.785866081654
CG11178	301.713924650501	329.800232449561	446.388202720528	265.501620271049	258.153507029682	341.322070523524	301.69173641193	409.865903740835	368.539661590946	226.30328323961	211.650044394887	274.479306220877	386.902143437875	387.15915021775	335.930533101865	340.660322566233	290.034939092663	386.909436376382	343.444697478059	343.317277181885	371.664437238098	182.108954131721	279.068698505669	265.252817140949
CG11181	292.236000315931	325.826735673061	162.192498094597	448.033984207395	507.733650357271	453.049798644534	351.973692480585	256.166189838022	206.68102643276	410.503630062549	676.247702822689	627.381271362006	347.681926157871	417.105161836803	376.816815091237	971.719608631551	1017.14578639938	835.111456733182	220.15685735773	395.335046451868	373.338601369801	1458.52716900042	1057.17789316265	1173.35363817643
CG11183	442.303135613301	484.76660673309	513.848799273148	384.029129320624	403.900689965259	486.199783911207	507.847756293415	496.153462423116	498.026569717494	563.126774572984	547.192797703855	474.892767905963	551.203053664917	577.530224081727	448.644067234728	435.598445248626	569.277880451645	406.063368870263	438.552459856599	345.051202824218	396.776899213645	413.883986663002	374.280372113486	386.957050887973
CG11184	552.878919516626	349.667716332065	426.293556938896	500.186088189208	581.083539808509	553.727531676653	422.368430976702	339.757262311482	503.006835414669	578.915375729236	490.408639451568	381.221258640108	386.902143437875	408.549158517074	456.379309773258	312.737345306706	345.343927477775	390.740222875158	510.763909069934	438.683187510187	388.406078555129	556.260078075075	408.753564281833	411.922021913003
CG11188	368.059394992497	353.641213108566	183.722475717774	578.414244161928	527.738165662154	535.310873195167	598.355277216994	366.722124399695	204.190893584173	526.286705208396	511.057424270582	862.649248122758	483.362677829235	464.163180095314	393.392334816658	686.905240584372	768.929838524734	838.942243231958	390.998578667329	530.581246553823	418.541032925786	990.010496097902	719.01229379696	906.54051034642
CG11190	824.579417107653	858.27530372416	941.57768805359	738.426381378854	763.981965453155	831.205186131028	784.398514671018	852.089641987526	906.40835688584	810.48152602093	841.437981374796	810.367475509257	268.181485725431	254.541098761946	230.952241507532	284.814368047179	246.866948157941	241.339549422892	234.246896228625	234.079961714922	210.944680594596	158.931450878593	279.068698505669	227.805360603403
CG11200	660.295395308427	631.785987463618	825.315808888436	343.729776243768	356.270891620299	513.210883017385	618.468059644456	857.482614405169	657.395072027093	399.977895958381	588.490367341882	344.188336372211	1027.14569038712	947.577367660019	1040.94263875644	714.828217843899	837.728824076947	735.511007765004	1246.96844007418	1173.86765985927	1027.93677686573	867.500836045653	853.621901311459	714.622295591498
CG11237	126.372324460943	152.979625895279	160.757166253052	104.304207963626	122.884879729996	160.83881740497	98.0498143338772	105.16296214403	102.095446792086	160.517445088561	95.500629787937	121.990802764834	288.321597301649	342.240132789172	314.934874782999	318.321940758611	252.262947024781	306.462919902085	253.620699676105	305.170913050565	237.731306701846	225.152888744673	270.860795608444	248.089399561241
CG11242	748.756022431088	780.792116582395	775.079194434357	517.965214546644	535.358933397348	586.877516943326	663.721820106246	736.140735008211	697.237197604492	636.80691330216	619.463544570402	544.601798057296	500.322771788156	389.298151047683	498.370626410991	446.767636152437	484.290898298911	586.110334312738	461.448773021803	440.41711315252	430.260181847708	523.149359142035	454.717820506296	358.871458484814
CG11257	82.142010899613	85.4301806947659	137.79185678833	120.898059230567	85.7336370209276	99.4499558000197	135.761281385368	151.003227693992	69.7237197604492	86.8373063593854	160.028082347354	148.131689071585	286.201585556784	333.684129469442	272.943558145266	307.152749854801	356.135925211456	298.801346904533	243.053170522934	263.556697634579	301.349543706566	316.207365810534	292.20134314123	273.054370586271
CG11258	546.560303293579	705.295677828881	569.826741093407	635.307448505724	569.652388205719	597.927512032217	427.396626583567	463.795627917261	557.789758083594	536.812439312564	611.720250263272	418.254180908004	226.841256700562	228.873088802758	264.103280958374	167.537863557164	233.37695099084	233.67797642534	156.751682438704	234.079961714922	160.719756643502	158.931450878593	177.290702580072	176.315107864278
CG11265	879.867309059316	868.209045665412	816.703817839165	717.091429749931	712.541783240598	667.91081426186	920.159796056386	784.677486766994	961.191279554764	728.907086713629	671.085506617935	657.878972053214	278.781544449756	335.823130299375	274.048592793627	362.998704373855	265.752944191882	321.786065897189	412.133636973671	268.758474561577	236.057142570143	208.597529278153	249.520248075657	254.330642317498
CG11268	385.435589605876	357.614709885067	396.151588266449	466.998385655327	400.090306097662	358.51095177291	407.283844156105	361.329151982052	423.32258425987	421.029364166717	387.164715356501	313.690635681003	354.041961392466	325.128126149713	382.341988333044	424.429254344815	358.833924644876	268.155054914324	317.025874595132	332.913723327889	289.630394784644	311.240757970578	298.767665459011	291.778098855044
CG11278	287.497038148645	339.733974390813	338.738314604645	374.546928596658	405.805881899057	390.433159807485	291.635345198199	372.115096817337	318.737004619196	463.132300583389	392.326911561255	405.183737754629	332.841843943815	376.464146068089	355.821156772371	262.475986239557	304.873935976473	260.493481916772	255.381954534967	244.483515568918	291.304558916347	278.130039037538	210.122314168974	304.260584367559
CG11279	278.019113814075	174.833858166033	282.760372784386	244.166668642125	253.390527195186	239.416560259307	218.726508898649	250.773217420379	204.190893584173	263.143352604198	242.623221623407	252.695234298586	243.801350659483	196.788076353774	254.157969123122	167.537863557164	194.255959206249	183.877751941251	288.845796853342	267.024548919244	224.337993648221	185.420026025025	224.89653938398	193.478525443986
CG11282	688.72916831214	713.242671381883	683.21795657547	826.13673807554	751.598217883465	778.410765150771	641.094939875351	585.137507314219	702.217463301667	655.226947984453	606.558054058519	840.865176200466	1606.96890260772	1619.22362825877	1300.62578112137	1317.96452664969	1330.11372067612	1344.6060610704	1368.49502533565	1487.7082011215	1265.66808356758	1239.99642404236	1175.3716948827	1076.61437545444
CG11284	165.863675854988	174.833858166033	196.64046229168	259.57524481857	204.808132883327	149.788822316079	218.726508898649	129.431338023422	273.914613344622	221.040416187526	198.744553883004	143.774874687126	447.322478166529	455.607176775585	531.521665861833	357.41410892195	387.162918695787	429.048087862919	482.583831328145	499.370584991833	580.934953700991	329.45165338375	505.606818469095	533.626255660027
CG11295	417.028670721112	476.819613180089	533.943445054779	483.592236922267	401.99549803146	510.755328553187	502.81956068655	528.511296928972	537.868695294894	494.709502895893	304.569576080448	435.681438445837	829.984598114674	883.407342762049	693.961759170959	781.843363266765	787.815834558675	838.942243231958	815.460999653033	782.000464692072	780.160485373665	791.346182499661	630.366942506923	706.820742146176
CG11301	175.341600189558	166.886864613031	185.157807559319	170.679613031388	191.471789346738	136.28327276299	148.331770402532	194.147007035133	109.565845337849	118.414508671889	129.054905118834	161.20213222496	267.121479852998	239.56809295242	245.317691936231	234.553008980029	230.67895155742	183.877751941251	220.15685735773	268.758474561577	210.944680594596	258.263607677713	218.3302170662	230.925981981532
CG11305	148.487481241608	91.390425859517	129.17986573906	123.268609411558	121.932283763097	132.599941066693	75.4229341029825	80.8945862646385	104.585579640674	115.783075145847	82.5951392760536	126.347617149293	182.321010058396	160.425062244924	110.50346483614	212.214627172408	164.577965438627	145.56988695349	146.184153285533	162.989010379279	184.158054487346	129.131803838857	154.308574467841	162.272311662698
CG11312	154.806097464655	71.5229419770133	68.8959283941651	87.7103566966857	106.69074829271	76.1221883901385	125.704890171637	75.501613846996	94.6250482463239	110.520208093763	77.4329430713003	87.1362876891674	253.341403511375	245.985095442217	262.998246310013	201.045436268597	192.906959489539	298.801346904533	135.616624132362	282.629879700239	197.551367540971	167.209130611853	228.179700542871	177.875418553342
CG11326	442.303135613301	413.243664756077	235.394422013397	476.480586379293	514.401822125565	672.821923190256	570.700201379234	399.07995890555	303.796207527672	555.232473994858	787.234921224886	838.686769008237	680.523770101686	921.909357700831	719.377556083271	1312.37993119778	1057.61577790069	1321.62134207774	651.664297778881	934.585921217355	748.351366871305	1665.46916233192	1369.07820325722	1365.27185293136
CG11328	192.717794802938	174.833858166033	110.520551798973	148.159386311969	122.884879729996	117.866614281505	191.071433060889	134.824310441064	181.779697946885	131.571676302099	149.703689937847	139.418060302668	350.861943775169	316.572122829984	301.674459002662	390.921681633382	360.182924361586	340.93999839107	304.697090583099	397.068972094201	344.877811130848	658.9033067675	518.739463104656	524.264391525641
CG11337	296.974962483216	278.144774355052	272.71304989357	184.902914117338	144.794586968678	175.572144190158	243.867486932977	331.667803685018	328.697536013546	173.674612718771	126.473807016457	124.169209957064	217.301203848669	222.456086312962	229.847206859171	145.199481749542	163.228965721917	141.739100454714	197.260544192526	280.895954057906	232.708814306737	175.486810345113	233.104442281206	166.953243729892
CG11375	597.109233077956	671.520955228625	648.769992378388	732.500005926375	697.300247770211	638.444160691484	477.678582652222	458.402655499618	637.474009238393	515.760971104228	511.057424270582	575.099498748505	631.76349996979	639.561248149764	516.051180784774	435.598445248626	526.109889516923	475.017525848232	553.034025682618	386.665418240204	477.136777535396	440.372561809435	382.488275010711	466.532896030258
CG11388	388.5948977174	385.429187320572	373.186278801728	384.029129320624	352.460507752702	459.188684805029	331.860910053123	382.901041652622	368.539661590946	352.612092489626	314.893968489954	257.052048683044	359.341990754629	374.325145238156	361.346330014178	312.737345306706	373.672921528687	260.493481916772	371.624775219849	383.197566955539	323.113677418707	336.073797170358	297.126084879565	288.657477476915
CG11396	123.213016349419	127.151896848024	146.403847837601	214.534791379731	246.722355426892	192.761025439544	168.444552829994	156.396200111635	161.858635158186	197.357514453149	183.257965268744	204.770276069543	224.721244955697	316.572122829984	276.25866209035	268.060581691462	354.786925494746	344.770784889846	322.309639171717	244.483515568918	212.618844726299	350.973620690226	402.187241964053	346.388972972298
CG11397	423.347286944159	445.031638968083	268.407054368935	443.292883845412	472.487599582001	376.927610254395	605.897570627293	366.722124399695	373.519927288121	315.772023125038	526.544012884842	625.202864169776	206.701145124344	203.205078843571	227.637137562448	212.214627172408	168.624964588757	218.354830430236	243.053170522934	317.308392546894	239.40547083355	258.263607677713	254.444989813992	296.459030922237
CG11399	129.531632572467	83.4434323065155	156.451170728417	175.420713393371	235.291203824101	122.777723209901	165.930455026561	126.7348518146	201.700760735585	197.357514453149	123.89270891408	172.094168186106	68.9003817081147	143.313055605466	119.343742023031	256.891390787651	326.457931443834	279.647414410653	140.900388708947	130.044423174957	100.449847902189	291.374326610754	305.333987776791	288.657477476915
CG11414	810.362530605797	576.157032592607	592.792050558129	317.653724252862	255.295719128984	294.666535703762	550.587418951772	539.297241764257	590.161485115231	292.08912139066	340.704949513721	261.408863067502	349.801937902736	382.881148557886	372.396676497792	335.075727114328	283.289940509112	298.801346904533	301.174580865375	357.188682320547	378.36109376491	281.441110930842	308.617148935681	271.494059897207
CG11416	183.239870468367	202.648335601538	169.369157302322	201.496765384278	196.234769181234	139.966604459287	125.704890171637	153.699713902813	139.447439520898	94.7316069375113	191.001259575874	139.418060302668	192.921068782721	160.425062244924	180.120647682908	189.876245364786	217.18895439032	95.7696624694016	191.976779615941	182.062192444939	194.203039277565	163.898058718549	101.777995925597	120.143923057959
CG11436	322.249427375405	365.561703438068	350.220969337006	355.582527148726	323.882628745726	299.577644632158	256.43797595014	285.827538135056	388.460724379646	273.669086708366	335.542753308968	348.54515075667	672.043723122226	656.673254789223	682.911412687345	156.368672653353	256.309946174911	222.185616929012	854.208606547993	918.98059043636	940.880242017167	208.597529278153	275.785537346779	195.038836133051
CG11444	1494.35273675065	1446.35282664627	1423.84918681275	732.500005926375	704.921015505405	707.199685689029	2227.49065384142	2410.65867068623	1952.26415329258	852.584462437602	603.976955956142	649.165343284297	435.662413569771	457.746177605517	510.526007542967	329.491131662422	329.155930877255	298.801346904533	648.141788061158	523.645543984492	438.631002506224	314.551829863882	436.6604341324	354.19052641762
CG11455	88.4606271226601	111.257909742021	80.3785831265259	203.86731556527	129.553051498291	98.2221785679206	145.817672599099	107.859448352851	49.8026569717494	210.514682083359	216.812240599641	217.840719222919	66.7803699632496	62.0310240680373	132.604157803368	173.122459009069	74.1949844190533	88.1080894718495	54.5989006247171	142.181902671286	105.472340297298	193.697705758285	155.950155047286	180.996039931471
CG1146	755.074638654135	667.547458452124	640.158001329117	676.792076673075	749.693025949667	861.899616933504	779.370319064152	630.977772864181	672.335869118617	860.478763015728	748.518449689236	771.156146049132	214.121186231372	258.819100421811	207.746513891943	217.799222624313	191.557959772828	283.478200909429	158.512937297566	215.006779649262	237.731306701846	233.430568477933	306.975568356236	294.898720233173
CG11462	146.907827185846	176.820606554283	198.075794133225	173.05016321238	217.191880453017	243.099891955604	211.184215488351	177.968089782205	139.447439520898	289.457687864618	172.933572859237	239.62479114521	233.201291935157	295.18211453066	223.216998969003	351.829513470044	217.18895439032	352.432357887398	236.008151087487	230.612110430256	189.180546882455	264.885751464322	262.652892711218	266.813127830014
CG11474	268.541189479504	296.025509849305	256.924399636574	333.062300429307	379.13319482588	365.877615165504	284.093051787901	312.792400223269	331.187668862134	189.463213875023	291.664085568564	324.582671642149	609.503376648707	628.866244000103	649.760373236503	603.13630880579	648.868863737539	444.371233858023	618.200455460507	650.222115874783	612.744072203351	690.358489753888	710.804390899734	581.995887021024
CG11504	322.249427375405	381.455690544071	355.962296703186	253.648869366091	219.097072386815	333.95540713093	437.453017797298	458.402655499618	303.796207527672	242.091884395862	325.218360899461	304.977006912086	761.084216406559	712.287276367463	902.813307711263	664.56685877675	756.788841074343	551.633255823753	1051.46915074052	809.743274969396	788.531306032181	740.024568153448	582.761105703015	577.31495495383
CG11518	224.310875918174	325.826735673061	281.325040942841	277.354371176006	245.769759459992	363.422060701306	216.212411095216	291.220510552699	283.875144738972	347.349225437542	314.893968489954	304.977006912086	124.020687074606	154.008059755127	106.083326242694	156.368672653353	134.899971671006	206.862470933907	103.914036672849	133.512274459622	140.629787063064	112.576444372337	109.985898822823	106.10112685638
CG11534	208.514335360556	206.621832378038	258.359731478119	246.537218823117	201.950344982629	225.911010706217	175.986846240292	188.75403461749	199.210627886998	189.463213875023	252.947614032914	278.836120605336	623.28345299033	643.839249809629	637.604992104527	597.551713353885	625.935868553468	739.34179426378	586.497868000993	471.627774714509	482.159269930505	725.12474463358	510.53156020743	606.960858046054
CG11538	72.6640865650423	111.257909742021	71.7665920772553	47.4110036198301	123.837475696895	85.9444062469306	50.281956068655	53.9297241764257	94.6250482463239	52.6286705208396	87.757335480807	60.9954013824172	328.601820454085	361.491140258562	298.359355057578	457.936827056248	445.16990651432	482.679098845784	278.278267700171	228.878184787924	301.349543706566	307.929686077274	318.466632412352	241.848156804983
CG11550	357.001816602164	268.2110324138	318.643668823014	104.304207963626	101.927768458214	191.533248207445	221.240606702082	210.32592428806	244.033019161572	131.571676302099	216.812240599641	163.380539417189	345.561914413006	314.433122000051	324.880186618251	273.645177143368	318.363933143574	310.293706400861	308.219600300822	364.124384889878	356.59696005277	236.741640371237	236.387603440096	294.898720233173
CG11555	243.266724587315	242.383303366545	143.533184154511	490.703887465242	464.866831846807	432.177585698851	296.663540805064	231.897813958631	99.6053139434989	452.606566479221	459.435462223048	657.878972053214	122.960681202174	145.452056435398	130.394088506645	134.030290845731	207.745956373349	168.554605946147	105.675291531711	124.842646247958	120.539817482626	297.996470397362	269.219215028999	277.735302653464
CG11560	146.907827185846	147.019380730527	149.274511520691	202.682040474774	177.18284984325	133.827718298792	160.902259419696	177.968089782205	119.526376732199	139.465976880225	203.906750087757	117.633988380376	156.880869120015	160.425062244924	123.763880616477	312.737345306706	418.189912180118	348.601571388622	142.661643567809	145.649753955951	180.80972622394	412.22845071635	446.509917609071	508.661284634997
CG11590	1045.7309849143	1104.63210386721	1356.38859026013	637.677998686715	622.997762352074	718.24968077792	912.617502646088	1073.20151111087	1137.99071180447	815.744393073014	774.329430713002	699.268708705569	1194.62661823147	1129.39243820427	983.480837041645	876.781485949158	961.836798014272	819.788310738078	743.249550439697	736.918397991421	840.430394114978	776.446358979793	697.671746264173	798.879072800976
CG11597	262.222573256457	313.906245343559	277.019045418205	132.750810135524	112.406324094105	131.372163834594	266.494367163871	372.115096817337	278.894879041797	115.783075145847	61.9463544570402	52.2817726135005	144.160798650825	196.788076353774	166.860231902571	273.645177143368	206.396956656639	249.001122420444	128.571604696914	149.117605240617	137.281458799658	190.386633864981	213.405475327865	198.15945751118
CG11604	308.032540873549	280.131522743302	193.769798608589	532.188515632593	563.936812404324	498.477556232197	344.431399070287	258.862676046843	131.977040975136	534.181005786522	696.896487641702	664.414193629902	144.160798650825	139.035053945601	213.27168713375	279.229772595273	281.940940792402	268.155054914324	153.22917272098	208.071077079931	220.989665384815	589.370797008115	476.058368039083	390.077672266102
CG1161	363.320432825211	365.561703438068	355.962296703186	357.953077329717	342.93454808371	380.610941950692	507.847756293415	496.153462423116	557.789758083594	407.872196536507	433.624481199281	348.54515075667	365.702025989224	425.661165156532	482.900141333932	340.660322566233	465.404902264971	413.724941867815	422.701166126842	306.904838692897	318.091185023597	445.339169649391	416.961467179059	444.688546383356
CG11614	464.418292393966	345.694219555564	549.732095311776	573.673143799945	514.401822125565	675.277477654454	331.860910053123	555.476159017185	732.099057484717	1423.60553758871	1120.19657643148	917.109427928487	45.5802525145989	134.757052285736	184.540786276354	256.891390787651	213.141955240189	249.001122420444	119.765330402605	162.989010379279	200.899695804377	491.694176155647	374.280372113486	265.252817140949
CG11622	552.878919516626	500.660593839093	533.943445054779	573.673143799945	683.011308266723	488.655338375405	485.220876062521	420.65184857612	475.615374080207	523.655271682354	443.948873608788	385.578073024566	463.222566253017	380.742147727953	322.670117321529	374.167895277666	422.236911330249	306.462919902085	413.894891832533	424.811782371525	329.810333945519	380.773267729962	362.78930805737	404.120468467681
CG11655	110.575783903325	61.5892000357615	97.6025652250672	78.2281559727197	93.3544047561211	115.411059817307	80.451129709848	118.645393188137	84.664516851974	147.360277458351	90.3384335831836	87.1362876891674	466.402583870315	517.638200843622	478.480002740486	418.84465889291	526.109889516923	670.387637285811	435.029950138875	348.519054108884	395.102735081942	304.61861418397	321.749793571242	463.412274652129
CG11660	587.631308743385	486.753355121341	559.779418202591	500.186088189208	471.535003615102	402.710932128475	404.769746352673	577.048048687755	602.612149358168	360.506393067752	387.164715356501	413.897366523545	238.50132129732	312.294121170119	271.838523496904	379.752490729572	257.658945891621	260.493481916772	265.949483688138	301.703061765899	289.630394784644	278.130039037538	254.444989813992	237.16722473779
CG11661	802.464260326988	681.454697169877	734.889902871094	867.621366242891	912.586936289429	773.499656222375	686.34870033714	711.872359128819	764.470784516354	831.532994229266	601.395857853765	808.189068317028	95.400528518928	136.896053115669	113.818568781224	122.86109994192	94.4299801697042	107.26202196573	77.495213789921	107.503389824631	90.4048631119698	104.298764639077	118.193801720048	117.02330167983
CG11678	345.944238211832	357.614709885067	411.940238523445	437.366508392933	440.099336707428	305.716530792653	251.409780343275	366.722124399695	353.598864499421	373.663560697961	371.678126742241	287.549749374253	284.081573811919	237.429092122488	233.162310804255	212.214627172408	227.980952124	183.877751941251	225.440621934316	218.474630933927	266.1920969408	144.031627358725	187.140186056743	188.797593376793
CG11695	69.5047784535187	75.4964387535141	71.7665920772553	54.5226541628046	86.6862329878268	83.4888517827326	75.4229341029825	113.252420770494	94.6250482463239	94.7316069375113	87.757335480807	95.8499164580842	240.621333042185	254.541098761946	238.687484046062	223.383818076219	260.356945325042	237.508762924116	230.724386510901	187.263969371937	192.528875145862	157.275914931941	139.534349252835	212.202253712759
CG11696	262.222573256457	288.078516296304	301.419686724472	285.651296809476	263.869082831077	239.416560259307	206.156019881485	315.48888643209	229.092222070047	223.671849713568	268.434202647174	217.840719222919	130.380722309202	126.201048966007	98.3480837041646	178.707054460975	116.013975637065	122.585167960834	125.049094979191	143.915828313619	97.1015196387823	87.7434051725565	103.419576505042	117.02330167983
CG11699	281.178421925598	315.892993731809	322.949664347649	320.024274433853	310.546285209138	314.310971417346	248.895682539842	307.399427805626	224.111956372872	247.354751447946	356.191538127981	278.836120605336	466.402583870315	502.665195034096	406.652750596995	329.491131662422	434.377908780639	298.801346904533	308.219600300822	393.601120809535	373.338601369801	274.818967144234	257.728150972883	379.155497442651
CG11710	401.232130163494	377.48219376757	377.492274326363	328.321200067324	300.067729573247	314.310971417346	341.917301266854	326.274831267376	390.950857228233	294.720554916702	286.501889363811	224.375940799606	486.542695446533	558.279216612336	516.051180784774	480.27520886387	395.256916996047	379.24786337883	549.511515964895	542.718726050152	513.968388432865	332.762725277054	380.846694431266	472.774138786515
CG11711	154.806097464655	234.436309813544	180.851812034683	139.862460678499	146.699778902476	174.344366958059	221.240606702082	231.897813958631	184.269830795473	205.251815031275	149.703689937847	182.986204147252	330.72183219895	295.18211453066	376.816815091237	234.553008980029	242.819949007811	218.354830430236	297.652071147651	322.510169473892	281.259574126128	291.374326610754	228.179700542871	262.13219576282
CG11714	75.8233946765658	97.3506710242681	50.2366144540787	84.1545314251985	150.510162770073	94.5388468716236	70.394738496117	94.377017308745	59.7631883660993	94.7316069375113	54.2030601499102	74.0658445357923	281.961562067054	286.626111210931	384.552057629767	318.321940758611	273.846942492142	214.52404393146	336.399678042612	195.933597583601	282.933738257831	254.952535784409	249.520248075657	271.494059897207
CG11723	176.92125424532	115.231406518521	83.2492468096162	248.907769004108	220.049668353714	193.988802671643	206.156019881485	145.610255276349	52.2927898203369	215.777549135443	320.056164694708	287.549749374253	165.360916099475	119.78404647621	165.75519725421	228.968413528124	319.712932860284	199.200897936355	109.197801249434	166.456861663944	142.303951194767	326.140581490446	338.165599365693	422.844196736454
CG11727	303.293578706263	329.800232449561	291.372363833657	224.016992103697	208.618516750924	220.999901777821	248.895682539842	194.147007035133	226.60208922146	213.146115609401	175.514670961614	333.296300411065	249.101380021645	248.124096272149	185.645820924715	156.368672653353	219.88695382374	214.52404393146	204.305563627974	230.612110430256	190.854711014158	178.797882238417	185.498605477298	196.599146822115
CG11734	494.43171945344	627.812490687117	538.249440579415	566.56149325697	550.600468867735	476.377566054415	610.925766234158	550.083186599542	642.454274935568	610.49257804174	565.260484420492	553.315426826213	1889.99047054721	1773.23168801389	1467.48601302394	1424.07184023589	1493.34268639804	1478.68358852756	1497.06663003257	1629.89010379279	1476.61276416217	928.755666071777	1367.43662267778	1486.97608667838
CG11738	409.130400442303	401.323174426575	409.069574840355	378.102753868145	355.3182956534	488.655338375405	460.079898028193	496.153462423116	453.20417844292	481.552335265683	503.314129963452	522.817726135005	742.004110702773	755.06729296611	659.705685071755	631.059286065317	693.385854388971	758.495726757661	556.556535400342	520.177692699826	545.777506935225	415.539522609654	602.460072656356	603.840236667925
CG11750	578.153384408814	677.481200393376	552.602758994866	802.431236265625	896.392804852143	617.571947745801	517.904147507146	541.993727973078	587.671352266643	713.118485557377	712.383076255962	594.705163478568	499.262765915723	483.414187564705	480.690072037209	323.906536210517	477.545899715361	436.709660860471	523.092693081967	487.233105495504	410.17021226727	326.140581490446	413.678306020168	404.120468467681
CG11752	499.170681620725	544.369058380601	729.148575504914	464.627835474335	449.62529637642	618.7997249779	553.101516755205	749.623166052317	747.039854576242	626.281179197992	738.194057279729	544.601798057296	820.444545262781	703.731273047734	667.440927610285	681.320645132467	841.775823227077	689.541569779691	660.470572073191	643.286413305452	770.115500583446	450.305777489347	543.363171796332	653.770178717986
CG11759	379.116973382829	355.627961496816	376.056942484818	382.843854230128	351.507911785803	486.199783911207	447.509409011029	374.811583026159	398.421255773996	415.766497114633	392.326911561255	385.578073024566	505.622801150318	329.406127809578	411.072889190441	340.660322566233	420.887911613539	444.371233858023	412.133636973671	312.106615619896	349.900303525957	312.89629391723	367.714049795705	279.295613342529
CG11763	518.126530289867	599.998013251612	671.73530184311	612.787221786304	561.079024503626	585.649739711227	618.468059644456	633.674259073002	742.059588879067	434.186531796927	616.882446468025	627.381271362006	196.101086400019	233.151090462623	155.809885418957	195.460840816691	178.067962605728	126.41595445961	151.467917862118	166.456861663944	215.967172989706	180.453418185069	132.968026935054	162.272311662698
CG11771	742.43740620804	647.679974569621	711.924593406373	725.388355383401	697.300247770211	675.277477654454	744.172949816094	760.409110887602	747.039854576242	684.172716770915	727.869664870222	640.451714515381	700.663881677905	562.557218272201	628.764714917636	457.936827056248	542.297886117444	471.186739349456	572.407829130099	523.645543984492	565.867476515663	504.938463728863	469.492045721302	452.490099828678
CG11780	296.974962483216	458.938877685835	391.845592741814	478.851136560284	434.383760906033	457.96090757293	364.544181497749	450.313196873155	458.184444140095	326.297757229206	415.556794482645	298.441785335398	292.561620791379	295.18211453066	328.195290563336	245.72219988384	311.618934560024	203.031684435131	322.309639171717	267.024548919244	220.989665384815	359.251300423486	252.803409234547	269.933749208142
